customer_id,age,gender,region,contract_type,tenure_months,monthly_charges,total_charges,internet_service,phone_service,multiple_lines,payment_method,churn
CUST04162,61,Female,South,Month-to-Month,7,117.6,837.61,DSL,Yes,No,Credit card,0
CUST04163,61,Female,East,Month-to-Month,52,114.56,5990.61,Fiber optic,Yes,Yes,Electronic check,1
CUST04164,26,Female,West,Month-to-Month,48,41.86,2021.14,No,Yes,No,Mailed check,1
CUST04165,38,Female,West,Month-to-Month,23,102.72,2362.69,No,Yes,Yes,Electronic check,0
CUST04166,41,Male,South,One year,37,100.54,3768.14,DSL,Yes,Yes,Electronic check,0
CUST04167,51,Female,West,Month-to-Month,71,116.25,8272.83,DSL,Yes,Yes,Credit card,0
CUST04168,39,Female,North,Two year,53,70.94,3785.96,DSL,Yes,No,Bank transfer,0
CUST04169,20,Female,North,Month-to-Month,45,72.92,3286.4,DSL,Yes,Yes,Electronic check,0
CUST04170,29,Male,West,Month-to-Month,49,98.65,4860.22,Fiber optic,Yes,Yes,Bank transfer,1
CUST04171,45,Male,North,Month-to-Month,49,119.9,5920.22,Fiber optic,No,No phone service,Electronic check,1
CUST04172,47,Female,East,Month-to-Month,47,50.91,2436.65,Fiber optic,Yes,No,Credit card,0
CUST04173,43,Female,West,One year,25,88.33,2237.15,No,Yes,Yes,Bank transfer,0
CUST04174,65,Male,South,One year,27,87.12,2395.08,DSL,Yes,No,Electronic check,1
CUST04175,38,Male,North,Month-to-Month,12,105.73,1286.97,Fiber optic,Yes,No,Electronic check,1
CUST04176,45,Male,East,Month-to-Month,23,84.95,1963.48,Fiber optic,Yes,No,Mailed check,1
CUST04177,73,Male,East,One year,17,65.82,1140.02,No,No,No phone service,Credit card,0
CUST04178,43,Female,North,Month-to-Month,44,51.08,2288.0,No,Yes,No,Bank transfer,0
CUST04179,79,Male,East,Month-to-Month,71,116.92,8336.66,Fiber optic,Yes,No,Credit card,0
CUST04180,50,Female,West,Month-to-Month,24,53.57,1304.91,No,Yes,No,Credit card,1
CUST04181,38,Female,East,One year,71,45.51,3248.29,Fiber optic,Yes,Yes,Mailed check,0
CUST04182,52,Male,North,Month-to-Month,60,99.27,6004.42,No,Yes,Yes,Electronic check,0
CUST04183,69,Male,East,Month-to-Month,53,69.77,3710.98,Fiber optic,Yes,No,Mailed check,1
CUST04184,51,Male,North,One year,16,38.32,628.53,DSL,Yes,Yes,Credit card,0
CUST04185,58,Male,North,Two year,25,55.91,1415.11,No,Yes,No,Mailed check,0
CUST04186,68,Female,East,Month-to-Month,66,40.35,2702.25,DSL,Yes,No,Credit card,1
CUST04187,64,Female,North,Month-to-Month,50,40.9,2087.51,No,Yes,No,Electronic check,0
CUST04188,35,Female,North,Month-to-Month,69,27.58,1913.87,Fiber optic,Yes,Yes,Electronic check,0
CUST04189,75,Male,South,Month-to-Month,40,84.52,3401.17,Fiber optic,Yes,Yes,Electronic check,1
CUST04190,28,Female,West,Month-to-Month,6,57.13,386.05,DSL,Yes,No,Credit card,1
CUST04191,74,Male,North,Month-to-Month,64,25.95,1676.48,DSL,Yes,Yes,Credit card,0
CUST04192,40,Female,West,Two year,28,85.1,2402.99,No,Yes,No,Credit card,0
CUST04193,65,Male,South,One year,9,49.68,474.8,DSL,Yes,No,Bank transfer,0
CUST04194,39,Female,South,Month-to-Month,6,36.21,249.33,No,Yes,No,Bank transfer,1
CUST04195,34,Female,South,One year,17,116.03,1987.69,Fiber optic,No,No phone service,Electronic check,1
CUST04196,22,Male,South,Month-to-Month,40,27.48,1127.99,Fiber optic,Yes,No,Electronic check,1
CUST04197,61,Female,West,Month-to-Month,45,58.67,2676.37,Fiber optic,No,No phone service,Electronic check,0
CUST04198,28,Female,East,Two year,43,81.55,3511.15,DSL,Yes,No,Mailed check,0
CUST04199,47,Male,East,Two year,46,119.34,5539.61,Fiber optic,Yes,No,Bank transfer,0
CUST04200,32,Male,West,Month-to-Month,63,28.25,1826.39,Fiber optic,Yes,No,Electronic check,0
CUST04201,44,Male,North,Month-to-Month,1,113.15,120.8,No,Yes,No,Mailed check,1
CUST04202,52,Male,West,Month-to-Month,59,108.09,6393.91,Fiber optic,Yes,Yes,Credit card,0
CUST04203,50,Male,North,Month-to-Month,63,97.92,6183.03,DSL,Yes,Yes,Electronic check,0
CUST04204,37,Female,North,Two year,18,30.26,545.78,No,Yes,No,Credit card,0
CUST04205,78,Male,East,Month-to-Month,65,49.09,3215.95,Fiber optic,Yes,Yes,Bank transfer,0
CUST04206,33,Female,South,Month-to-Month,20,47.11,950.11,Fiber optic,Yes,Yes,Electronic check,0
CUST04207,51,Female,East,Month-to-Month,56,73.43,4118.92,Fiber optic,Yes,Yes,Credit card,1
CUST04208,19,Male,East,Month-to-Month,54,32.0,1738.54,Fiber optic,Yes,Yes,Mailed check,0
CUST04209,52,Female,West,One year,48,101.63,4916.22,Fiber optic,No,No phone service,Bank transfer,0
CUST04210,57,Female,West,One year,54,88.22,4770.34,Fiber optic,Yes,Yes,Electronic check,0
CUST04211,73,Male,North,Month-to-Month,16,106.11,1729.18,DSL,Yes,No,Bank transfer,1
CUST04212,45,Female,West,Month-to-Month,20,42.26,859.74,Fiber optic,Yes,No,Electronic check,0
CUST04213,64,Male,North,Month-to-Month,47,82.05,3859.77,DSL,No,No phone service,Mailed check,1
CUST04214,56,Male,North,Month-to-Month,7,105.1,784.6,Fiber optic,Yes,Yes,Electronic check,1
CUST04215,23,Male,South,Month-to-Month,23,25.04,608.31,DSL,Yes,No,Electronic check,1
CUST04216,26,Female,South,Month-to-Month,33,75.06,2487.16,DSL,Yes,Yes,Mailed check,0
CUST04217,37,Female,East,Month-to-Month,40,92.72,3734.11,No,Yes,Yes,Credit card,0
CUST04218,77,Female,South,Month-to-Month,5,57.16,305.23,Fiber optic,Yes,No,Credit card,1
CUST04219,18,Female,North,One year,45,55.35,2499.52,Fiber optic,Yes,No,Bank transfer,0
CUST04220,25,Male,West,Month-to-Month,41,23.23,1000.49,Fiber optic,Yes,No,Electronic check,1
CUST04221,72,Female,South,One year,8,68.97,594.73,DSL,Yes,No,Credit card,0
CUST04222,40,Male,South,Month-to-Month,50,79.63,3999.96,Fiber optic,Yes,No,Electronic check,0
CUST04223,20,Female,South,One year,31,94.04,2955.78,No,Yes,No,Electronic check,0
CUST04224,21,Female,South,Month-to-Month,4,28.63,124.0,DSL,Yes,Yes,Electronic check,0
CUST04225,75,Female,North,One year,66,61.67,4073.97,Fiber optic,Yes,Yes,Electronic check,0
CUST04226,42,Female,North,Month-to-Month,56,45.75,2588.33,DSL,Yes,No,Mailed check,1
CUST04227,64,Female,East,Two year,5,40.69,223.07,DSL,Yes,No,Electronic check,0
CUST04228,55,Male,West,One year,54,44.57,2410.27,No,Yes,No,Electronic check,0
CUST04229,32,Female,East,Month-to-Month,1,56.06,87.58,Fiber optic,Yes,Yes,Bank transfer,1
CUST04230,38,Female,East,Month-to-Month,61,93.28,5731.06,DSL,No,No phone service,Electronic check,0
CUST04231,52,Female,South,Two year,7,63.57,471.36,DSL,Yes,No,Bank transfer,0
CUST04232,74,Female,West,Two year,30,26.32,792.3,Fiber optic,Yes,Yes,Electronic check,0
CUST04233,70,Male,South,Two year,15,54.74,839.97,Fiber optic,Yes,No,Bank transfer,0
CUST04234,70,Female,North,One year,4,30.97,136.42,DSL,Yes,Yes,Mailed check,1
CUST04235,63,Male,East,One year,63,41.19,2602.4,Fiber optic,Yes,Yes,Bank transfer,1
CUST04236,69,Female,West,Month-to-Month,70,32.93,2330.06,Fiber optic,Yes,Yes,Mailed check,0
CUST04237,31,Male,North,Month-to-Month,38,117.2,4456.87,DSL,No,No phone service,Credit card,0
CUST04238,53,Male,East,Month-to-Month,47,108.01,5079.63,Fiber optic,Yes,No,Electronic check,0
CUST04239,29,Male,West,One year,60,82.49,4988.24,DSL,No,No phone service,Credit card,0
CUST04240,34,Male,East,Month-to-Month,2,45.06,111.5,DSL,Yes,No,Electronic check,0
CUST04241,56,Male,West,Month-to-Month,69,37.43,2619.9,DSL,Yes,Yes,Mailed check,1
CUST04242,26,Female,East,Month-to-Month,8,104.2,849.93,DSL,Yes,Yes,Electronic check,0
CUST04243,52,Male,South,One year,51,27.27,1408.28,No,Yes,No,Bank transfer,0
CUST04244,77,Female,East,Month-to-Month,19,89.32,1718.49,Fiber optic,Yes,No,Bank transfer,1
CUST04245,30,Male,East,Month-to-Month,31,49.49,1549.41,No,No,No phone service,Electronic check,1
CUST04246,32,Male,West,Month-to-Month,22,68.96,1545.07,Fiber optic,No,No phone service,Electronic check,1
CUST04247,35,Female,West,Month-to-Month,33,92.87,3068.35,DSL,Yes,Yes,Credit card,1
CUST04248,68,Male,South,Two year,37,23.63,902.18,DSL,Yes,Yes,Electronic check,0
CUST04249,50,Male,West,Month-to-Month,12,37.56,486.41,No,No,No phone service,Electronic check,1
CUST04250,23,Male,East,Two year,69,84.71,5894.6,DSL,Yes,No,Electronic check,0
CUST04251,76,Male,West,Month-to-Month,64,111.97,7197.95,Fiber optic,Yes,No,Electronic check,0
CUST04252,44,Female,West,Month-to-Month,25,45.81,1180.7,Fiber optic,Yes,No,Mailed check,1
CUST04253,40,Male,West,Month-to-Month,54,34.97,1918.14,DSL,Yes,Yes,Electronic check,0
CUST04254,76,Male,South,Month-to-Month,29,112.48,3309.47,DSL,Yes,No,Bank transfer,0
CUST04255,44,Female,South,Month-to-Month,13,106.53,1425.38,DSL,No,No phone service,Electronic check,0
CUST04256,51,Female,North,Month-to-Month,26,110.98,2916.24,DSL,Yes,No,Electronic check,1
CUST04257,73,Male,South,Two year,22,32.47,730.97,DSL,Yes,No,Mailed check,0
CUST04258,63,Male,South,Two year,10,112.36,1139.82,Fiber optic,Yes,Yes,Electronic check,1
CUST04259,55,Female,South,Two year,48,78.13,3787.9,Fiber optic,No,No phone service,Electronic check,0
CUST04260,31,Male,East,Two year,42,86.69,3687.41,Fiber optic,No,No phone service,Electronic check,0
CUST04261,53,Female,North,Month-to-Month,59,65.41,3908.47,DSL,Yes,No,Electronic check,1
CUST04262,70,Male,East,Month-to-Month,53,55.54,2956.74,Fiber optic,Yes,No,Electronic check,0
CUST04263,25,Female,South,Month-to-Month,40,31.29,1281.2,DSL,No,No phone service,Credit card,0
CUST04264,79,Female,South,Month-to-Month,62,42.36,2661.42,No,Yes,No,Mailed check,0
CUST04265,52,Female,North,One year,6,78.76,493.21,Fiber optic,No,No phone service,Electronic check,1
CUST04266,36,Male,North,Two year,4,51.69,212.22,DSL,Yes,Yes,Electronic check,1
CUST04267,47,Male,West,One year,55,31.97,1772.65,DSL,Yes,No,Electronic check,0
CUST04268,31,Male,South,One year,69,90.96,6302.01,Fiber optic,No,No phone service,Mailed check,0
CUST04269,76,Male,South,Month-to-Month,3,72.85,224.3,Fiber optic,No,No phone service,Electronic check,1
CUST04270,37,Female,East,Month-to-Month,7,24.11,184.42,DSL,Yes,No,Electronic check,1
CUST04271,66,Female,West,Month-to-Month,12,87.25,1059.89,Fiber optic,Yes,No,Electronic check,1
CUST04272,42,Female,South,Two year,17,106.15,1822.27,DSL,Yes,No,Bank transfer,0
CUST04273,57,Male,East,Two year,67,97.57,6571.53,DSL,Yes,No,Electronic check,1
CUST04274,41,Male,North,Month-to-Month,70,112.47,7896.71,DSL,Yes,Yes,Electronic check,0
CUST04275,31,Male,East,Month-to-Month,36,53.79,1955.25,No,Yes,Yes,Mailed check,0
CUST04276,43,Female,South,Month-to-Month,17,28.81,503.51,DSL,No,No phone service,Bank transfer,1
CUST04277,55,Male,East,Month-to-Month,1,91.41,125.84,Fiber optic,Yes,No,Mailed check,1
CUST04278,40,Male,East,Two year,67,110.2,7417.12,Fiber optic,Yes,No,Electronic check,1
CUST04279,39,Female,West,Month-to-Month,49,51.9,2565.42,DSL,Yes,Yes,Electronic check,1
CUST04280,65,Female,West,Month-to-Month,51,46.54,2387.48,No,Yes,Yes,Bank transfer,0
CUST04281,74,Male,North,Month-to-Month,71,91.49,6536.24,Fiber optic,Yes,No,Bank transfer,1
CUST04282,36,Female,West,Two year,43,92.82,4033.87,DSL,Yes,Yes,Credit card,0
CUST04283,63,Male,East,Month-to-Month,31,102.96,3234.07,Fiber optic,Yes,No,Mailed check,0
CUST04284,68,Female,West,One year,24,94.59,2289.79,No,Yes,No,Mailed check,0
CUST04285,20,Female,South,Month-to-Month,37,60.04,2234.19,No,No,No phone service,Electronic check,1
CUST04286,59,Female,East,Month-to-Month,65,62.3,4091.8,Fiber optic,Yes,No,Mailed check,0
CUST04287,36,Male,East,Month-to-Month,63,100.46,6377.97,Fiber optic,Yes,Yes,Credit card,1
CUST04288,26,Male,East,One year,56,46.72,2626.0,DSL,Yes,No,Mailed check,0
CUST04289,45,Male,South,Two year,18,30.88,587.66,No,Yes,Yes,Electronic check,0
CUST04290,37,Female,East,Month-to-Month,65,41.79,2732.83,DSL,Yes,Yes,Bank transfer,1
CUST04291,62,Female,West,Month-to-Month,29,70.53,2069.66,DSL,No,No phone service,Electronic check,1
CUST04292,24,Female,South,One year,4,77.05,336.81,No,No,No phone service,Bank transfer,1
CUST04293,31,Female,East,One year,12,27.06,351.65,DSL,Yes,No,Electronic check,0
CUST04294,26,Male,West,Month-to-Month,56,50.34,2857.12,Fiber optic,Yes,Yes,Electronic check,1
CUST04295,76,Male,West,Month-to-Month,48,94.93,4605.22,Fiber optic,Yes,No,Credit card,0
CUST04296,77,Male,North,One year,19,106.25,2023.05,No,Yes,Yes,Bank transfer,0
CUST04297,72,Female,West,Month-to-Month,26,32.99,891.91,DSL,Yes,Yes,Electronic check,0
CUST04298,74,Female,West,Two year,38,71.87,2757.23,Fiber optic,Yes,Yes,Mailed check,0
CUST04299,77,Male,North,Two year,25,34.97,894.08,DSL,Yes,No,Bank transfer,0
CUST04300,36,Female,North,Month-to-Month,56,92.21,5196.87,DSL,Yes,Yes,Electronic check,1
CUST04301,64,Male,South,One year,28,35.7,1043.91,No,Yes,No,Electronic check,1
CUST04302,69,Female,West,Month-to-Month,61,29.67,1840.4,Fiber optic,No,No phone service,Mailed check,0
CUST04303,31,Female,South,One year,51,64.07,3308.6,DSL,Yes,No,Mailed check,0
CUST04304,73,Male,South,One year,12,29.47,368.41,DSL,Yes,No,Mailed check,1
CUST04305,55,Male,East,Month-to-Month,8,101.61,834.76,DSL,No,No phone service,Mailed check,1
CUST04306,70,Female,South,Two year,58,102.68,5964.16,Fiber optic,Yes,No,Bank transfer,1
CUST04307,78,Male,South,One year,23,71.17,1665.54,DSL,Yes,Yes,Electronic check,0
CUST04308,53,Male,South,Two year,37,77.25,2895.22,DSL,Yes,No,Electronic check,0
CUST04309,57,Female,South,Month-to-Month,11,33.26,394.83,DSL,Yes,Yes,Electronic check,0
CUST04310,34,Female,North,Month-to-Month,17,47.66,855.82,No,Yes,No,Credit card,1
CUST04311,47,Female,West,One year,56,32.1,1840.57,Fiber optic,Yes,Yes,Electronic check,0
CUST04312,26,Male,East,Two year,53,41.44,2217.54,Fiber optic,Yes,Yes,Electronic check,0
CUST04313,50,Female,North,Month-to-Month,67,59.45,4011.76,DSL,No,No phone service,Bank transfer,0
CUST04314,73,Female,East,Month-to-Month,2,88.18,208.71,Fiber optic,Yes,No,Electronic check,1
CUST04315,69,Female,East,Month-to-Month,29,92.8,2731.57,No,Yes,Yes,Mailed check,1
CUST04316,42,Female,North,Month-to-Month,57,64.45,3677.39,Fiber optic,Yes,No,Mailed check,1
CUST04317,31,Female,South,One year,34,49.3,1716.57,DSL,No,No phone service,Electronic check,0
CUST04318,28,Male,North,One year,2,100.96,205.25,No,Yes,No,Electronic check,1
CUST04319,70,Female,East,Two year,31,63.76,2012.54,Fiber optic,Yes,No,Bank transfer,0
CUST04320,52,Female,East,One year,44,76.05,3369.47,DSL,Yes,Yes,Bank transfer,0
CUST04321,58,Male,South,Month-to-Month,56,46.67,2625.38,Fiber optic,Yes,Yes,Bank transfer,0
CUST04322,76,Female,North,One year,54,26.65,1474.45,DSL,No,No phone service,Mailed check,0
CUST04323,31,Female,West,One year,53,36.45,1975.37,DSL,Yes,No,Mailed check,0
CUST04324,47,Male,East,Two year,46,91.31,4241.7,No,Yes,Yes,Bank transfer,0
CUST04325,58,Female,North,Month-to-Month,54,47.66,2583.35,Fiber optic,No,No phone service,Credit card,0
CUST04326,21,Male,South,Month-to-Month,31,32.64,1042.05,Fiber optic,Yes,Yes,Bank transfer,0
CUST04327,76,Female,South,Month-to-Month,24,84.2,2053.96,No,Yes,Yes,Electronic check,1
CUST04328,21,Male,West,Month-to-Month,25,67.8,1697.62,Fiber optic,No,No phone service,Credit card,1
CUST04329,45,Male,East,Month-to-Month,35,22.32,797.61,Fiber optic,No,No phone service,Mailed check,1
CUST04330,25,Female,West,One year,57,119.08,6792.77,No,Yes,No,Bank transfer,0
CUST04331,19,Male,West,One year,69,58.22,4038.02,Fiber optic,No,No phone service,Bank transfer,0
CUST04332,58,Male,West,Month-to-Month,28,85.52,2430.92,DSL,Yes,Yes,Electronic check,0
CUST04333,78,Female,West,Month-to-Month,33,118.36,3946.14,No,Yes,Yes,Electronic check,1
CUST04334,63,Female,South,Two year,53,83.46,4461.54,DSL,Yes,Yes,Mailed check,0
CUST04335,39,Male,East,Month-to-Month,16,51.17,832.3,DSL,Yes,Yes,Mailed check,1
CUST04336,58,Female,West,Month-to-Month,26,68.83,1797.01,DSL,Yes,No,Credit card,0
CUST04337,73,Male,East,Month-to-Month,12,30.28,406.98,Fiber optic,Yes,No,Electronic check,1
CUST04338,72,Male,South,Month-to-Month,31,36.92,1181.65,No,No,No phone service,Bank transfer,1
CUST04339,33,Female,South,Month-to-Month,27,51.16,1419.08,Fiber optic,Yes,Yes,Mailed check,0
CUST04340,46,Female,North,One year,36,28.48,1038.82,DSL,Yes,Yes,Bank transfer,0
CUST04341,79,Male,North,Two year,59,31.35,1878.26,DSL,No,No phone service,Bank transfer,0
CUST04342,66,Female,East,One year,3,103.95,356.75,Fiber optic,Yes,No,Bank transfer,0
CUST04343,65,Female,North,Month-to-Month,32,44.96,1480.43,DSL,Yes,Yes,Credit card,0
CUST04344,47,Male,West,Month-to-Month,15,52.26,797.27,Fiber optic,No,No phone service,Credit card,0
CUST04345,29,Male,East,Two year,66,37.36,2513.3,Fiber optic,Yes,Yes,Bank transfer,0
CUST04346,52,Male,South,Two year,63,60.42,3825.4,Fiber optic,Yes,No,Mailed check,0
CUST04347,28,Male,South,Month-to-Month,1,89.78,118.41,Fiber optic,Yes,Yes,Mailed check,1
CUST04348,63,Male,West,Month-to-Month,5,114.53,609.22,DSL,Yes,Yes,Bank transfer,1
CUST04349,67,Male,North,One year,6,73.88,455.82,Fiber optic,No,No phone service,Electronic check,1
CUST04350,38,Female,East,Month-to-Month,5,50.02,269.77,DSL,Yes,No,Bank transfer,0
CUST04351,38,Male,East,Month-to-Month,28,70.99,2034.18,DSL,No,No phone service,Mailed check,1
CUST04352,22,Female,West,Month-to-Month,69,32.77,2264.92,Fiber optic,Yes,Yes,Electronic check,0
CUST04353,65,Female,North,Month-to-Month,44,87.71,3860.26,DSL,Yes,Yes,Mailed check,0
CUST04354,37,Male,East,Month-to-Month,16,52.85,893.84,DSL,Yes,Yes,Credit card,0
CUST04355,54,Female,West,Month-to-Month,71,114.49,8172.55,DSL,No,No phone service,Electronic check,0
CUST04356,20,Male,East,Month-to-Month,22,85.85,1928.72,Fiber optic,Yes,Yes,Credit card,0
CUST04357,61,Female,South,One year,23,67.61,1571.71,DSL,Yes,No,Bank transfer,0
CUST04358,50,Male,East,One year,43,43.06,1870.41,DSL,Yes,No,Bank transfer,0
CUST04359,70,Male,East,Month-to-Month,68,29.19,2029.78,DSL,Yes,Yes,Mailed check,1
CUST04360,78,Male,East,Two year,43,38.82,1718.01,Fiber optic,Yes,Yes,Electronic check,0
CUST04361,26,Male,North,Month-to-Month,26,77.0,2005.07,Fiber optic,Yes,No,Mailed check,0
CUST04362,78,Female,North,Month-to-Month,41,71.96,2973.77,Fiber optic,Yes,No,Electronic check,0
CUST04363,26,Female,West,Month-to-Month,70,20.95,1486.53,Fiber optic,Yes,Yes,Bank transfer,1
CUST04364,21,Female,North,One year,31,94.41,2963.56,Fiber optic,Yes,No,Credit card,1
CUST04365,52,Female,East,Month-to-Month,17,24.01,432.84,No,Yes,No,Electronic check,0
CUST04366,34,Female,East,Month-to-Month,9,27.8,254.13,DSL,Yes,No,Credit card,0
CUST04367,51,Male,North,One year,55,91.19,5023.81,Fiber optic,Yes,No,Electronic check,0
CUST04368,41,Male,North,Month-to-Month,6,84.61,523.03,Fiber optic,Yes,No,Electronic check,1
CUST04369,49,Male,East,One year,70,41.54,2947.16,Fiber optic,Yes,No,Electronic check,1
CUST04370,18,Male,East,One year,64,86.28,5560.6,Fiber optic,Yes,Yes,Electronic check,0
CUST04371,25,Male,South,Two year,4,21.9,126.18,No,Yes,Yes,Mailed check,0
CUST04372,62,Female,West,Month-to-Month,67,47.81,3242.11,No,Yes,Yes,Bank transfer,0
CUST04373,40,Male,North,Month-to-Month,56,95.95,5394.02,Fiber optic,Yes,No,Electronic check,1
CUST04374,64,Male,West,Two year,18,67.47,1245.2,Fiber optic,Yes,Yes,Bank transfer,0
CUST04375,57,Female,East,One year,32,105.56,3385.16,Fiber optic,Yes,No,Electronic check,0
CUST04376,29,Female,West,One year,48,34.36,1660.5,Fiber optic,Yes,No,Electronic check,0
CUST04377,71,Male,North,Month-to-Month,29,106.26,3097.72,No,Yes,Yes,Credit card,1
CUST04378,29,Male,North,Month-to-Month,32,68.62,2221.51,Fiber optic,Yes,No,Mailed check,1
CUST04379,63,Female,West,Month-to-Month,25,30.15,762.94,DSL,No,No phone service,Electronic check,1
CUST04380,64,Male,North,Month-to-Month,63,24.66,1597.3,Fiber optic,Yes,Yes,Mailed check,0
CUST04381,32,Male,South,Month-to-Month,9,20.13,212.24,Fiber optic,Yes,Yes,Credit card,1
CUST04382,58,Male,East,Month-to-Month,71,83.7,5969.55,No,No,No phone service,Credit card,0
CUST04383,36,Female,East,Month-to-Month,14,42.21,591.74,No,No,No phone service,Electronic check,1
CUST04384,43,Male,North,Month-to-Month,20,34.6,720.12,No,Yes,No,Electronic check,1
CUST04385,69,Male,East,Month-to-Month,10,80.14,847.19,Fiber optic,Yes,No,Electronic check,1
CUST04386,46,Female,South,Month-to-Month,11,60.91,681.21,DSL,Yes,Yes,Electronic check,1
CUST04387,39,Female,North,Month-to-Month,39,64.95,2544.09,Fiber optic,Yes,No,Bank transfer,1
CUST04388,57,Female,South,Month-to-Month,19,33.4,680.33,DSL,Yes,Yes,Electronic check,1
CUST04389,38,Male,South,Month-to-Month,19,45.32,902.71,No,Yes,Yes,Credit card,0
CUST04390,68,Female,East,Month-to-Month,43,29.9,1319.73,Fiber optic,Yes,Yes,Bank transfer,0
CUST04391,55,Male,East,One year,61,53.5,3300.16,No,Yes,Yes,Bank transfer,0
CUST04392,37,Female,West,Month-to-Month,70,50.86,3563.16,DSL,Yes,No,Electronic check,1
CUST04393,74,Male,South,One year,65,97.76,6392.47,DSL,Yes,No,Bank transfer,0
CUST04394,46,Female,East,Two year,23,118.67,2766.64,Fiber optic,No,No phone service,Bank transfer,0
CUST04395,68,Male,South,One year,60,119.92,7197.7,DSL,Yes,No,Credit card,0
CUST04396,21,Male,West,Month-to-Month,10,58.59,625.39,Fiber optic,Yes,No,Credit card,1
CUST04397,72,Female,South,Month-to-Month,63,99.31,6288.57,Fiber optic,No,No phone service,Credit card,0
CUST04398,24,Female,North,One year,2,47.91,124.39,Fiber optic,Yes,Yes,Bank transfer,1
CUST04399,45,Male,West,Two year,36,34.3,1260.52,DSL,Yes,No,Mailed check,0
CUST04400,45,Female,West,Two year,57,84.0,4813.68,No,Yes,Yes,Electronic check,0
CUST04401,21,Male,South,Month-to-Month,66,67.69,4479.26,Fiber optic,Yes,Yes,Bank transfer,1
CUST04402,39,Female,South,One year,20,79.37,1587.55,No,Yes,No,Electronic check,0
CUST04403,29,Female,East,Two year,42,56.63,2426.45,DSL,No,No phone service,Credit card,0
CUST04404,62,Male,North,One year,21,50.21,1077.48,DSL,Yes,No,Mailed check,0
CUST04405,20,Female,West,Month-to-Month,66,112.78,7445.65,No,No,No phone service,Credit card,0
CUST04406,39,Female,West,Month-to-Month,38,108.35,4133.86,DSL,Yes,Yes,Credit card,0
CUST04407,61,Male,West,Month-to-Month,69,32.38,2252.87,Fiber optic,No,No phone service,Electronic check,1
CUST04408,19,Male,East,Month-to-Month,24,85.23,2089.08,No,Yes,No,Electronic check,0
CUST04409,41,Female,North,One year,26,55.79,1467.65,Fiber optic,Yes,No,Electronic check,0
CUST04410,51,Male,West,Two year,2,76.75,197.46,DSL,Yes,No,Bank transfer,0
CUST04411,44,Female,West,Two year,46,40.72,1895.25,DSL,No,No phone service,Credit card,0
CUST04412,72,Female,East,Month-to-Month,34,92.37,3148.93,Fiber optic,Yes,Yes,Electronic check,1
CUST04413,58,Male,South,One year,62,50.98,3175.05,Fiber optic,Yes,No,Mailed check,0
CUST04414,18,Male,West,Month-to-Month,41,88.85,3685.24,DSL,Yes,No,Electronic check,1
CUST04415,25,Male,North,One year,15,34.32,522.82,Fiber optic,No,No phone service,Electronic check,1
CUST04416,40,Male,North,One year,55,33.37,1866.1,Fiber optic,No,No phone service,Bank transfer,0
CUST04417,55,Male,North,Month-to-Month,3,54.77,200.59,No,Yes,No,Credit card,1
CUST04418,23,Male,North,Month-to-Month,38,119.72,4564.97,DSL,Yes,No,Mailed check,1
CUST04419,39,Female,East,Month-to-Month,51,106.1,5451.28,Fiber optic,Yes,Yes,Mailed check,1
CUST04420,42,Female,West,Month-to-Month,17,82.08,1411.01,No,Yes,No,Mailed check,0
CUST04421,35,Male,East,Two year,49,50.88,2506.72,Fiber optic,Yes,Yes,Mailed check,0
CUST04422,34,Female,North,Month-to-Month,21,36.4,768.15,Fiber optic,Yes,No,Credit card,0
CUST04423,78,Female,North,Month-to-Month,24,94.39,2294.63,DSL,Yes,Yes,Bank transfer,0
CUST04424,29,Female,North,Month-to-Month,40,40.41,1643.02,DSL,Yes,No,Mailed check,1
CUST04425,23,Female,East,Two year,20,61.14,1255.92,Fiber optic,No,No phone service,Electronic check,0
CUST04426,43,Male,North,Month-to-Month,35,72.92,2575.6,DSL,No,No phone service,Credit card,0
CUST04427,44,Female,West,Month-to-Month,48,29.25,1414.28,No,Yes,No,Electronic check,0
CUST04428,25,Female,North,One year,33,97.94,3237.2,No,Yes,No,Credit card,0
CUST04429,36,Male,West,Month-to-Month,56,114.13,6416.24,DSL,Yes,No,Electronic check,0
CUST04430,77,Male,West,Month-to-Month,41,34.67,1448.33,DSL,No,No phone service,Electronic check,1
CUST04431,59,Male,North,One year,54,106.76,5811.65,No,Yes,Yes,Electronic check,0
CUST04432,18,Male,East,Month-to-Month,44,68.47,3037.41,Fiber optic,Yes,No,Electronic check,1
CUST04433,74,Female,South,Two year,11,33.58,416.02,Fiber optic,Yes,No,Mailed check,0
CUST04434,46,Male,South,Month-to-Month,14,80.78,1162.69,Fiber optic,Yes,No,Electronic check,0
CUST04435,62,Female,West,Month-to-Month,42,113.03,4754.77,DSL,Yes,Yes,Electronic check,1
CUST04436,66,Female,East,Month-to-Month,12,115.74,1393.18,No,Yes,Yes,Bank transfer,1
CUST04437,52,Male,South,One year,17,91.98,1611.74,Fiber optic,Yes,Yes,Bank transfer,0
CUST04438,57,Male,North,Month-to-Month,25,69.36,1744.19,DSL,Yes,No,Credit card,1
CUST04439,31,Male,North,Month-to-Month,26,38.67,1022.81,DSL,Yes,Yes,Electronic check,1
CUST04440,52,Male,West,Month-to-Month,47,79.99,3761.3,No,Yes,Yes,Bank transfer,0
